X,Y,Z,S,R,G,B
31.073,158.34,23.947,2.1073,0.75294,0.81961,1
26.062,133.32,-61.298,2.5436,0.75294,0.81961,1
41.416,212.87,5.0257,1.8885,0.75294,0.81961,1
81.978,423.49,-311.24,0.090789,1,0.84314,0.68235
21.713,112.57,-74.638,2.5496,0.75294,0.81961,1
15.444,80.375,-102.81,2.5469,0.98431,0.97255,1
18.92,98.764,-58.92,3.5774,0.98431,0.97255,1
19.786,103.7,36.974,3.6367,1,0.95686,0.9098
21.781,114.47,-151.6,1.7825,0.98431,0.97255,1
26.778,141.89,-118.14,0.78582,0.75294,0.81961,1
4.5184,24.062,42.718,3.4985,0.98431,0.97255,1
70.483,376.37,-104.15,0.727,0.75294,0.81961,1
19.784,105.94,-83.048,3.3014,1,0.95686,0.9098
26.026,140.26,20.315,1.5668,1,0.84314,0.68235
32.119,173.59,42.114,1.4458,1,0.73333,0.48235
5.7416,31.147,105.35,0.60282,0.75294,0.81961,1
32.453,177.16,105.57,1.7417,1,0.84314,0.68235
48.299,265.01,-49.953,1.2515,0.75294,0.81961,1
26.452,145.75,-61.139,2.8659,0.98431,0.97255,1
30.746,170.32,211.42,1.2574,1,0.84314,0.68235
41.666,231.51,-208.7,1.5021,1,0.84314,0.68235
4.0407,22.552,-27.899,2.6524,0.98431,0.97255,1
21.968,123.08,-20.817,2.9654,0.98431,0.97255,1
31.346,176.44,-15.292,1.0554,0.75294,0.81961,1
17.266,97.877,-21.699,0.25277,0.66667,0.74902,1
5.1369,29.19,-17.927,6.4822,1,0.84314,0.68235
16.673,95.539,-13.681,2.5651,0.98431,0.97255,1
9.2715,53.325,-50.01,4.4329,0.98431,0.97255,1
21.044,121.3,-70.847,2.9779,0.75294,0.81961,1
18.791,108.99,5.6584,1.5484,0.75294,0.81961,1
46.611,270.96,-148.54,1.3757,1,0.95686,0.9098
11.772,69.296,-71.131,3.4,0.98431,0.97255,1
39.287,234.09,-58.646,1.5386,1,0.84314,0.68235
8.1409,49.204,-149.11,1.4473,0.75294,0.81961,1
21.188,128.82,-255.07,0.63413,1,0.84314,0.68235
39.938,243.6,85.055,0.50599,1,0.95686,0.9098
28.061,171.72,-24.724,2.3356,0.75294,0.81961,1
26.494,162.79,89.434,1.1936,0.75294,0.81961,1
30.236,186.33,-58.519,1.7808,0.75294,0.81961,1
23.857,147.74,-22.141,0.091007,0.66667,0.74902,1
8.8832,55.249,87.988,0.14909,0.75294,0.81961,1
40.957,255.56,-47.589,0.41892,0.75294,0.81961,1
38.954,244.89,-19.811,1.2511,0.75294,0.81961,1
21.315,134.65,63.458,1.8941,0.75294,0.81961,1
54.206,344.78,128,0.52876,1,0.84314,0.68235
8.1531,52.187,-0.82208,1.4558,1,0.84314,0.68235
38.728,249.31,37.717,1.7764,1,0.84314,0.68235
10.96,71.125,-87.28,3.6323,0.98431,0.97255,1
26.859,175.56,123.73,1.7032,0.98431,0.97255,1
18.082,119.43,-8.1989,3.5149,0.98431,0.97255,1
34.897,231.73,-58.564,1.175,1,0.84314,0.68235
56.031,376.04,5.5344,0.40978,0.66667,0.74902,1
2.9552,20.059,-40.11,5.9167,1,0.84314,0.68235
19.216,131.18,159.58,2.2252,0.75294,0.81961,1
12.79,87.625,246.35,0.070317,0.66667,0.74902,1
19.444,135.06,37.222,0.4271,0.75294,0.81961,1
32.279,226.21,-117.78,1.8197,0.98431,0.97255,1
6.1105,43.318,65.544,3.6273,0.98431,0.97255,1
31.71,225.52,52.208,1.3172,0.75294,0.81961,1
11.573,82.756,53.291,4.0095,0.98431,0.97255,1
25.289,182.42,0.065443,0.334,0.66667,0.74902,1
25.57,185.32,414.26,0.61211,1,0.84314,0.68235
9.6832,70.676,-32.151,2.8527,0.98431,0.97255,1
32.31,236.45,-2.512,1.1711,0.66667,0.74902,1
56.342,415.31,-48.752,0.61374,1,0.84314,0.68235
11.153,82.652,32.543,3.3903,0.98431,0.97255,1
26.689,198.64,422.12,0.21207,1,0.84314,0.68235
22.258,166.02,-0.12347,1.8599,0.75294,0.81961,1
15.827,118.99,-1.6812,1.0932,0.75294,0.81961,1
24.958,188.49,63.31,1.1305,0.75294,0.81961,1
9.0235,68.634,164.95,2.2971,0.75294,0.81961,1
14.55,111.51,-323.47,1.2069,1,0.84314,0.68235
4.5172,34.905,-26.719,5.0734,1,0.95686,0.9098
5.9002,45.973,-71.811,2.3009,0.75294,0.81961,1
27.676,217.46,-155.59,1.8127,0.75294,0.81961,1
32.671,258.61,350.35,0.16918,0.75294,0.81961,1
4.3403,34.589,7.7643,5.6358,1,0.95686,0.9098
12.795,102.57,-123.47,2.0055,1,0.84314,0.68235
34.378,276.86,13.805,0.31942,0.66667,0.74902,1
37.748,305.1,27.337,1.0527,1,0.73333,0.48235
8.7545,71.112,-21.463,2.6207,1,0.84314,0.68235
40.764,333.48,35.589,1.0465,0.66667,0.74902,1
2.8383,23.317,67.51,4.2991,1,0.95686,0.9098
35.855,295.37,-33.335,0.87873,0.75294,0.81961,1
19.126,160.01,163.94,1.1924,1,0.95686,0.9098
8.4357,71.114,-78.67,2.5456,0.75294,0.81961,1
3.5403,29.997,-15.208,6.4743,1,0.84314,0.68235
16.32,139.29,-95.685,0.72058,0.75294,0.81961,1
50.387,432.76,-354.68,0.0221,1,0.84314,0.68235
10.483,90.296,41.674,1.97,0.66667,0.74902,1
55.704,485.44,-172.37,0.0077865,0.75294,0.81961,1
35.107,307.38,-165.53,0.48422,1,0.84314,0.68235
3.2354,28.471,77.3,3.2693,0.98431,0.97255,1
35.386,313.36,-104.53,0.15283,0.75294,0.81961,1
29.598,263.82,25.187,1.1302,0.75294,0.81961,1
10.527,94.747,10.233,2.8214,0.75294,0.81961,1
24.164,218.9,-3.6663,0.26528,1,0.95686,0.9098
7.7671,70.713,152.89,1.1653,0.75294,0.81961,1
17.292,158.12,-113.35,1.8363,0.98431,0.97255,1
27.933,257.94,39.704,0.11462,1,0.73333,0.48235
9.771,90.909,71.183,2.2601,0.75294,0.81961,1
4.3989,41.204,-78.106,3.5973,1,0.95686,0.9098
30.231,284.52,291.09,0.48583,0.66667,0.74902,1
7.037,66.776,54.421,4.2367,1,0.95686,0.9098
19.858,190.07,42.144,0.7021,1,0.95686,0.9098
8.4365,81.254,-84.661,2.8771,0.98431,0.97255,1
6.2873,61.032,29.381,4.4066,1,0.95686,0.9098
7.4289,72.507,-15.228,4.4304,0.98431,0.97255,1
22.029,216.43,-286.47,0.98022,0.75294,0.81961,1
1.6329,16.158,-18.014,7.9161,0.39216,0.39216,0.39216
3.1093,30.936,11.768,5.0714,1,0.95686,0.9098
22.748,227.29,-276.2,0.17802,1,0.95686,0.9098
2.1715,21.805,203.74,0.5821,0.75294,0.81961,1
10.705,108.02,14.617,2.9724,0.75294,0.81961,1
7.1097,72.809,-36.822,2.9536,0.98431,0.97255,1
8.9647,92.415,0.51423,2.9811,0.75294,0.81961,1
19.528,204.2,-225.55,0.19937,1,0.84314,0.68235
7.5372,79.251,-20.353,3.7365,0.98431,0.97255,1
21.954,232.8,-20.641,0.78705,0.75294,0.81961,1
24.026,257.03,216.16,1.1538,1,0.84314,0.68235
5.3574,57.589,162.11,0.79088,0.75294,0.81961,1
4.2973,46.51,-5.9112,1.4058,0.75294,0.81961,1
7.4369,81.046,82.67,2.7475,1,0.95686,0.9098
21.652,237.75,-110.72,0.40892,1,0.84314,0.68235
5.1367,56.68,10.302,4.439,0.98431,0.97255,1
18.253,204.28,-58.299,0.77586,1,0.84314,0.68235
8.0426,91.204,55.502,3.3517,0.98431,0.97255,1
3.3141,37.88,156.74,2.372,1,0.95686,0.9098
22.257,255.78,-155.77,0.29222,0.66667,0.74902,1
12.45,144.37,2.4595,3.0742,0.75294,0.81961,1
12.518,146.28,101.09,1.4648,1,0.84314,0.68235
2.623,31.345,-19.163,5.0088,1,0.95686,0.9098
46.281,556.83,160.69,0.027642,1,0.84314,0.68235
4.3299,52.361,23.778,3.7952,0.98431,0.97255,1
32.383,397.31,-102.2,0.72803,1,0.73333,0.48235
8.9408,110.21,-72.913,0.73973,0.66667,0.74902,1
6.7905,84.452,150.5,0.80339,0.75294,0.81961,1
3.0275,38.501,160.43,2.1324,0.75294,0.81961,1
13.091,168.61,24.893,1.7958,1,0.84314,0.68235
8.6084,111.91,37.963,2.6917,0.98431,0.97255,1
2.2808,30.147,-71.708,3.0545,0.98431,0.97255,1
13.758,183.42,-61.049,1.9432,0.75294,0.81961,1
8.0161,107.67,27.277,1.4864,1,0.84314,0.68235
2.5061,33.779,51.333,2.1056,1,0.84314,0.68235
1.7398,24.037,-26.6,5.7449,1,0.84314,0.68235
0.72691,10.106,-43.092,5.5296,1,0.95686,0.9098
9.4884,136.29,-45.15,1.4499,1,0.84314,0.68235
0.937,13.546,-250.89,1.3094,1,0.95686,0.9098
7.5262,111.22,65.635,1.7909,1,0.95686,0.9098
4.208,62.759,-36.193,3.9662,1,0.95686,0.9098
7.6319,116.04,92.496,1.6701,1,0.95686,0.9098
16.991,261.52,56.534,1.7285,0.75294,0.81961,1
10.405,161.34,-103.45,1.8842,1,0.95686,0.9098
10.557,165.23,37.584,1.3106,1,0.95686,0.9098
5.095,80.479,-117.67,1.7786,0.98431,0.97255,1
21.169,336.72,184.67,0.61487,0.66667,0.74902,1
2.8849,46.585,39.874,2.6296,0.75294,0.81961,1
9.6137,157.33,61.513,1.5579,0.98431,0.97255,1
9.5644,159.03,-69.749,0.33834,1,0.73333,0.48235
1.0184,17.225,-23.082,4.3316,1,0.95686,0.9098
5.346,92.546,-5.2803,3.6511,1,0.95686,0.9098
5.9455,103.98,159.91,0.38666,0.75294,0.81961,1
3.1672,57.053,95.005,2.436,0.98431,0.97255,1
3.9065,71.064,40.526,2.6436,0.98431,0.97255,1
5.4535,100.23,28.243,3.2091,1,0.84314,0.68235
0.64957,12.059,-8.8804,9.841,1,0.73333,0.48235
8.033,151.52,36.276,2.7643,1,0.84314,0.68235
10.211,195.09,-134.12,0.84656,1,0.84314,0.68235
1.9723,38.716,-17.637,4.6535,1,0.95686,0.9098
8.3073,165.14,51.924,1.0959,0.66667,0.74902,1
1.6903,33.993,-28.49,5.6538,1,0.84314,0.68235
5.012,102.09,-2.68,2.1217,0.75294,0.81961,1
4.5698,94.504,-99.062,1.8466,0.75294,0.81961,1
4.383,94.828,448.79,0.49228,1,0.73333,0.48235
6.9707,153.36,29.075,2.3109,0.98431,0.97255,1
1.5236,34.11,22.151,5.412,1,0.84314,0.68235
12.038,273.9,-101.65,0.77013,1,0.95686,0.9098
7.6374,175.89,-18.187,1.9202,1,0.95686,0.9098
11.58,271.41,-121.58,0.7117,1,0.84314,0.68235
1.508,36.189,-34.613,5.2108,1,0.95686,0.9098
5.7,139.49,4.1425,2.2446,1,0.84314,0.68235
20.235,537.14,80.223,0.044089,0.66667,0.74902,1
4.6526,125.05,-52.929,0.49439,1,0.84314,0.68235
5.0363,138.3,59.401,2.4208,0.75294,0.81961,1
3.2107,90.866,-42.822,2.0091,0.75294,0.81961,1
0.24972,7.2158,-105.24,3.014,0.98431,0.97255,1
2.3069,68.963,-106.89,0.40711,0.98431,0.97255,1
2.2944,69.605,-111.03,2.9626,0.98431,0.97255,1
4.8529,148.75,221.27,1.1202,1,0.95686,0.9098
1.2335,39.766,32.441,5.2379,1,0.95686,0.9098
5.0274,166.21,-216.8,1.7874,1,0.95686,0.9098
2.1136,71.693,-133.99,0.90113,0.75294,0.81961,1
2.0649,79.618,122.86,1.7121,0.98431,0.97255,1
0.56509,22.243,-26.861,3.8171,1,0.84314,0.68235
8.58,361.67,-170.65,0.4897,1,0.73333,0.48235
1.4558,64.83,-71.122,3.3331,1,0.95686,0.9098
4.0645,183.49,18.84,0.47,0.66667,0.74902,1
1.5093,70.874,-12.258,3.0551,0.98431,0.97255,1
6.0888,295.05,-20.915,0.56458,1,0.84314,0.68235
0.76481,39.204,94.773,3.115,0.75294,0.81961,1
3.9685,208.89,17.348,1.9426,0.75294,0.81961,1
4.6712,254.09,-34.072,1.4153,0.75294,0.81961,1
1.56,88.131,77.501,1.2922,0.98431,0.97255,1
4.1509,244.03,-56.955,1.0649,0.75294,0.81961,1
1.3545,85.562,-73.204,2.8621,0.98431,0.97255,1
2.3555,155.68,-102.8,0.94582,0.75294,0.81961,1
0.95842,67.287,-15.732,3.6623,0.98431,0.97255,1
2.4278,180.84,142.77,0.39745,1,0.84314,0.68235
0.83341,68.887,-38.002,3.7807,1,0.95686,0.9098
4.5599,414.12,25.605,0.61009,1,0.84314,0.68235
2.6919,253.52,-11.713,1.5675,0.98431,0.97255,1
0.41918,49.574,-35.756,4.3289,1,0.95686,0.9098
0.87253,112.68,3.6522,1.6596,0.75294,0.81961,1
1.1242,246.35,-458.89,0.30651,0.75294,0.81961,1
0.62697,219.38,285.07,0.74022,1,0.95686,0.9098
0.47033,206.68,165.14,0.96746,1,0.84314,0.68235
0.011463,7.0821,11.6,9.5838,1,0.73333,0.48235
0.15299,331.85,-56.923,0.59378,0.75294,0.81961,1
-0.044892,224.97,-125.76,0.63416,1,0.95686,0.9098
-0.10963,79.656,78.53,0.96669,1,0.84314,0.68235
-0.61268,337.81,-4.032,0.54646,0.75294,0.81961,1
-0.59457,229.52,-132.96,1.5217,1,0.84314,0.68235
-1.1202,354.35,222.5,0.20199,1,0.73333,0.48235
-0.35512,73.722,66.237,2.5095,0.98431,0.97255,1
-1.5218,279.8,32.504,1.5411,0.75294,0.81961,1
-1.5595,266.92,-61.755,0.54146,1,0.84314,0.68235
-1.5524,216.15,-249.4,0.69721,1,0.84314,0.68235
-1.4203,186.48,-5.464,1.4458,1,0.84314,0.68235
-2.8375,312.89,64.551,0.91772,0.75294,0.81961,1
-2.7454,276.23,-0.39818,1.3135,0.75294,0.81961,1
-1.44,128.74,-33.289,0.58109,1,0.84314,0.68235
-1.5836,120.16,-154.45,2.0221,0.98431,0.97255,1
-1.3342,97.253,24.91,3.2913,0.98431,0.97255,1
-0.84513,58.727,54.601,1.5593,1,0.84314,0.68235
-5.3953,358.72,-40.208,0.3924,1,0.84314,0.68235
-1.1967,72.809,230.31,2.075,1,0.95686,0.9098
-2.59,148.44,-183.98,0.5917,0.75294,0.81961,1
-5.2065,289.57,-162.78,0.19283,0.75294,0.81961,1
-5.0599,260.82,21.841,1.7303,1,0.84314,0.68235
-5.4215,274.38,-98.416,1.2565,1,0.84314,0.68235
-0.83745,39.078,91.828,2.8643,0.98431,0.97255,1
-0.61851,26.911,93.873,2.4815,0.98431,0.97255,1
-1.5617,65.625,-46.847,1.2671,0.75294,0.81961,1
-0.65374,26.276,76.448,4.2418,1,0.95686,0.9098
-2.4652,94.482,-205.56,2.1671,0.98431,0.97255,1
-0.29804,11.197,29.921,5.7677,1,0.95686,0.9098
-0.95196,35.179,72.417,3.0606,0.98431,0.97255,1
-2.7961,101.56,158.14,2.2996,1,0.84314,0.68235
-0.37432,13.377,27.239,5.9893,1,0.95686,0.9098
-5.0544,174.22,-259.38,0.97575,1,0.84314,0.68235
-1.8642,63.568,-73.734,2.2579,0.98431,0.97255,1
-2.0895,68.625,-7.4617,2.3838,0.75294,0.81961,1
-8.0036,251.69,-190.01,0.1853,1,0.84314,0.68235
-3.5265,109.08,-180.03,1.6835,1,0.84314,0.68235
-5.4343,165.72,-121.84,1.2332,0.75294,0.81961,1
-3.6184,106.14,42.915,3.1951,0.98431,0.97255,1
-8.6776,249.83,169.66,0.39914,0.66667,0.74902,1
-2.5725,70.758,54.786,3.5503,0.98431,0.97255,1
-3.756,101.37,-296.61,1.489,0.75294,0.81961,1
-1.168,30.616,-79.168,0.41573,0.66667,0.74902,1
-1.2511,31.782,-230.92,0.77229,0.66667,0.74902,1
-17.337,434.93,53.873,0.30967,0.75294,0.81961,1
-8.5232,206.43,72.077,1.7696,0.98431,0.97255,1
-2.6334,62.992,-16.405,1.4905,1,0.84314,0.68235
-12.619,295.55,5.063,0.39458,0.66667,0.74902,1
-3.9221,88.731,-53.176,3.8849,0.98431,0.97255,1
-0.58212,13.047,87.527,4.2054,1,0.95686,0.9098
-14.251,314.94,-11.049,0.4053,1,0.95686,0.9098
-6.534,141.16,-233.84,0.50741,1,0.84314,0.68235
-1.8249,39.015,-127.86,2.0095,0.75294,0.81961,1
-14.002,290.5,310.63,0.64534,1,0.95686,0.9098
-13.887,285.66,-155.92,0.83569,0.75294,0.81961,1
-12.707,258.68,143.02,0.43458,0.66667,0.74902,1
-6.7351,134.16,125.99,0.624,1,0.95686,0.9098
-4.2893,84.001,-88.099,3.3817,0.98431,0.97255,1
-14.496,280.98,-66.105,1.6554,1,0.84314,0.68235
-0.87262,16.787,49.182,3.901,0.98431,0.97255,1
-1.2021,22.923,2.7305,5.0304,1,0.95686,0.9098
-12.93,237.73,-44.076,0.62975,1,0.84314,0.68235
-5.0134,90.269,110.08,3.1317,1,0.95686,0.9098
-1.5561,27.525,266.68,1.4185,0.98431,0.97255,1
-11.948,210.13,75.843,1.5615,0.75294,0.81961,1
-9.6138,166.74,188.56,1.124,0.75294,0.81961,1
-0.65699,11.071,22.142,7.7008,1,0.73333,0.48235
-8.4339,141,-60.974,2.5246,0.66667,0.74902,1
-3.7406,61.694,3.0331,3.4522,1,0.84314,0.68235
-7.1755,117.1,197.08,1.9374,1,0.84314,0.68235
-12.991,208.91,-281.61,0.68422,1,0.84314,0.68235
-6.6991,106.5,-115.82,2.4039,0.98431,0.97255,1
-2.9585,45.732,-16.434,5.263,1,0.95686,0.9098
-5.8445,89.703,-53.701,2.53,0.75294,0.81961,1
-6.3171,96.199,-54.245,2.0908,0.75294,0.81961,1
-1.7902,26.936,-117.42,2.5354,0.75294,0.81961,1
-3.6168,53.802,-37.69,4.2092,0.98431,0.97255,1
-20.115,297.22,-190.04,0.43893,0.75294,0.81961,1
-11.929,174.93,51.769,2.6499,0.98431,0.97255,1
-14.496,208.84,-176.73,1.7115,1,0.84314,0.68235
-9.5606,136.51,105.85,2.7296,1,0.95686,0.9098
-15.411,213.2,-27.475,2.1126,0.75294,0.81961,1
-8.0062,109.35,-104.57,1.4377,0.75294,0.81961,1
-7.6813,104.1,32.788,3.6547,0.98431,0.97255,1
-2.7373,36.707,-15.409,3.0449,0.98431,0.97255,1
-12.212,162.29,-72.714,0.47481,1,0.95686,0.9098
-16.789,221.48,90.392,0.50068,1,0.95686,0.9098
-16.248,212.14,-19.77,1.5612,1,0.84314,0.68235
-4.6779,60.673,-99.403,3.3574,1,0.84314,0.68235
-16.441,211.71,118.77,0.79921,0.75294,0.81961,1
-11.845,150.53,122.68,1.7848,1,0.84314,0.68235
-12.352,155.82,212.57,0.6032,0.75294,0.81961,1
-18.57,232.48,-265.46,0.75893,1,0.84314,0.68235
-22.896,282.12,-38.976,1.2803,1,0.84314,0.68235
-8.532,104.49,16.693,1.1103,1,0.84314,0.68235
-11.334,136.65,-55.499,1.8097,0.75294,0.81961,1
-15.625,186.23,-138.42,1.3173,0.98431,0.97255,1
-5.7827,68.474,-77.423,2.8849,0.98431,0.97255,1
-5.1919,59.963,-55.642,3.3418,0.98431,0.97255,1
-21.068,241.07,-90.624,1.1286,0.75294,0.81961,1
-23.901,272.16,141.53,0.77942,0.75294,0.81961,1
-2.4636,27.849,1.1029,7.5958,1,0.84314,0.68235
-5.5676,62.643,87.36,2.1001,0.98431,0.97255,1
-19.17,213.12,230.44,0.61214,0.75294,0.81961,1
-21.734,240.15,-172.94,1.2281,0.66667,0.74902,1
-7.9198,86.44,-49.452,1.9922,0.98431,0.97255,1
-24.432,265.28,11.952,0.12016,1,0.73333,0.48235
-8.3358,89.864,51.146,1.3304,0.75294,0.81961,1
-10.309,110.25,42.948,2.2466,0.75294,0.81961,1
-9.7598,103.88,199.6,0.97691,1,0.84314,0.68235
-3.9537,41.781,-13.771,4.5044,1,0.95686,0.9098
-29.687,307.72,-29.522,0.57928,1,0.95686,0.9098
-35.608,364.36,113,0.6132,1,0.95686,0.9098
-10.647,108.45,54.745,3.5591,0.75294,0.81961,1
-6.1105,61.601,-141.1,2.7312,0.98431,0.97255,1
-2.6741,26.602,-12.216,5.0287,1,0.84314,0.68235
-22.163,218.32,206.33,0.63569,0.75294,0.81961,1
-9.2492,90.638,-24.132,2.0886,0.75294,0.81961,1
-20.686,201.09,-116.06,0.15229,1,0.84314,0.68235
-2.512,24.128,1.95,4.7887,0.98431,0.97255,1
-7.9262,75.359,-56.497,0.74243,1,0.84314,0.68235
-9.8658,92.425,-27.047,3.7005,0.75294,0.81961,1
-26.299,242.69,-217.27,0.98861,1,0.84314,0.68235
-3.8342,35.206,-91.317,4.0151,1,0.95686,0.9098
-14.73,134.42,61.061,1.8433,0.98431,0.97255,1
-8.3623,74.44,121.88,1.2924,0.98431,0.97255,1
-20.86,183.38,-130.86,0.28711,1,0.84314,0.68235
-32.563,279.72,-188.7,1.2191,1,0.84314,0.68235
-15.796,135.08,8.1396,2.3285,1,0.95686,0.9098
-4.6384,39.005,-30.574,2.9949,0.98431,0.97255,1
-29.036,241.91,-84.024,1.6842,1,0.95686,0.9098
-47.266,385.55,155.52,0.54199,1,0.84314,0.68235
-27.914,226.95,23.72,0.93245,1,0.95686,0.9098
-10.836,86.393,-12.954,3.0669,0.98431,0.97255,1
-28.942,230.24,-15.35,1.0273,0.66667,0.74902,1
-36.364,287.28,-12.691,0.6591,1,0.84314,0.68235
-3.3216,26.024,13.373,6.2448,1,0.84314,0.68235
-4.5115,35.196,6.855,5.31,1,0.84314,0.68235
-49.038,380.75,-123.35,0.032258,0.75294,0.81961,1
-13.371,103.44,-70.599,2.4491,0.75294,0.81961,1
-31.613,243.14,-75.016,0.015323,0.66667,0.74902,1
-19.209,146.74,47.014,1.5944,0.75294,0.81961,1
-25.564,194.11,-118.45,0.75241,0.75294,0.81961,1
-3.6653,27.725,-5.8472,6.8303,1,0.84314,0.68235
-5.6712,42.616,-56.787,4.3768,1,0.95686,0.9098
-7.0941,52.981,111.79,3.2044,0.98431,0.97255,1
-4.0231,29.769,48.38,2.0826,1,0.84314,0.68235
-19.466,142.47,164.3,1.6643,0.75294,0.81961,1
-7.152,52.115,-127.51,2.2117,0.75294,0.81961,1
-18.027,128.87,-101.92,2.0688,0.98431,0.97255,1
-3.3681,23.857,-12.294,9.2592,1,0.73333,0.48235
-11.532,81.221,-178.94,1.4493,0.75294,0.81961,1
-27.693,194.45,-133.58,1.9914,1,0.95686,0.9098
-10.173,71.012,-69.812,2.2978,0.75294,0.81961,1
-24.309,168.58,182.15,0.065722,1,0.84314,0.68235
-6.1816,42.684,-48.825,2.8905,0.98431,0.97255,1
-41.025,282.2,51.937,1.3991,0.66667,0.74902,1
-20.985,143.81,153.54,1.3843,0.75294,0.81961,1
-46.94,319.92,-105.54,0.86174,1,0.95686,0.9098
-24.811,168.64,-76.687,1.8818,0.75294,0.81961,1
-0.3051,2.0542,-8.1035,11.798,0.39216,0.39216,0.39216
-37.792,253.13,130.66,0.5379,1,0.84314,0.68235
-15.561,103.75,42.652,1.9098,0.75294,0.81961,1
-48.452,318.78,-100.83,1.1165,0.75294,0.81961,1
-15.069,98.519,-90.989,2.7191,0.98431,0.97255,1
-11.642,75.529,-17.092,3.231,0.98431,0.97255,1
-16.974,109.79,-201.86,0.60745,0.75294,0.81961,1
-22.018,141.54,-115.21,1.148,0.75294,0.81961,1
-22.518,144.15,-59.271,0.33387,1,0.84314,0.68235
-9.4716,60.491,-2.3978,3.5736,0.98431,0.97255,1
-22.601,143.45,204.27,1.3849,0.75294,0.81961,1
-5.9897,37.911,-81.865,3.3888,0.98431,0.97255,1
-11.813,74.509,22.773,2.2473,0.98431,0.97255,1
-15.902,99.119,-121.02,1.2373,1,0.95686,0.9098
-5.8148,36.107,170.96,1.367,0.75294,0.81961,1
-19.585,120.4,323.81,0.59449,0.75294,0.81961,1
-4.7877,29.347,-18.743,4.9204,1,0.95686,0.9098
-24.657,149.53,69.356,0.33076,0.75294,0.81961,1
-13.573,81.812,-19.123,1.4602,1,0.84314,0.68235
-23.289,139.6,5.6089,1.524,0.66667,0.74902,1
-4.7736,28.519,-49.629,4.984,1,0.95686,0.9098
-25.29,150.04,-63.86,2.1724,1,0.95686,0.9098
-25.638,151.22,-155.39,1.4643,0.75294,0.81961,1
-45.367,266.79,-125.99,1.0152,1,0.84314,0.68235
-23.493,136.85,-200.52,1.9139,1,0.95686,0.9098
-23.585,136.91,86.022,1.5738,0.75294,0.81961,1
-17.312,99.542,228.67,0.7503,0.66667,0.74902,1
-15.985,91.629,50.228,3.8095,1,0.95686,0.9098
-10.975,62.702,-37.451,1.3581,1,0.84314,0.68235
-10.057,56.993,-65.511,3.3421,1,0.95686,0.9098
-56.819,321.3,91.904,0.65911,1,0.84314,0.68235
-33.407,187.46,-74.584,0.90654,0.75294,0.81961,1
-20.778,116.2,356.93,1.0344,0.39216,0.39216,0.39216
-9.6181,53.547,-68.811,3.9445,0.98431,0.97255,1
-49.951,276.24,132.84,0.15928,1,0.73333,0.48235
-38.476,212.01,4.4425,1.8326,1,0.84314,0.68235
-11.508,62.659,46.17,2.0007,0.98431,0.97255,1
-32.588,176.66,-46.372,1.6579,1,0.95686,0.9098
-13.058,70.247,-149.96,2.008,0.98431,0.97255,1
-52.438,280.76,-176.16,0.16108,0.66667,0.74902,1
-34.879,185.36,-12.646,0.89728,0.75294,0.81961,1
-8.3848,44.41,-18.673,2.8135,0.98431,0.97255,1
-12.499,65.703,65.78,0.17879,1,0.84314,0.68235
-28.574,149.76,-43.24,1.6801,1,0.84314,0.68235
-55.093,287.42,-29.299,1.4274,1,0.84314,0.68235
-33.01,171.34,-135.22,0.60049,1,0.95686,0.9098
-21.092,109.05,37.501,2.1347,1,0.95686,0.9098
-11.957,61.242,42.353,4.0827,1,0.95686,0.9098
-21.789,111.34,97.322,0.96713,1,0.73333,0.48235
-24.265,123.62,13.868,2.0954,0.98431,0.97255,1
-9.4345,47.861,30.447,4.0915,0.98431,0.97255,1
-1.3579,6.8636,21.392,9.1584,1,0.73333,0.48235
-103.38,521.02,227.97,0.040231,1,0.84314,0.68235
-8.2349,41.247,34.511,3.2517,0.98431,0.97255,1
-40.393,201.15,220.53,0.88569,0.98431,0.97255,1
-62.738,308,-9.2486,0.76214,1,0.84314,0.68235
-23.314,113.91,135.53,2.0009,0.75294,0.81961,1
-65.815,320.07,124.41,1.1218,0.75294,0.81961,1
-8.8111,42.709,69.166,3.0971,0.98431,0.97255,1
-2.4227,11.715,11.383,4.1509,1,0.95686,0.9098
-49.864,239.75,-216.4,1.2086,0.75294,0.81961,1
-46.474,222.73,-393.5,0.59211,1,0.95686,0.9098
-57.026,272.68,41.728,1.0711,1,0.84314,0.68235
-16.429,78.374,-62.405,0.23718,0.66667,0.74902,1
-43.625,207.59,-115.53,1.585,0.39216,0.39216,0.39216
-2.5216,11.956,9.3824,11.122,0.39216,0.39216,0.39216
-30.899,146.02,0.88613,1.1304,0.75294,0.81961,1
-14.546,68.15,0.37081,3.1743,1,0.95686,0.9098
-50.91,237.85,-364.97,0.049674,1,0.84314,0.68235
-10.464,48.542,6.6462,4.4208,1,0.95686,0.9098
-15.885,73.441,72.144,2.8314,0.98431,0.97255,1
-18.858,86.444,-93.921,1.8065,0.75294,0.81961,1
-10.487,47.739,-43.135,2.9391,0.98431,0.97255,1
-18.572,84.385,114.79,2.013,0.98431,0.97255,1
-20.953,95.068,-34.251,2.9616,1,0.95686,0.9098
-68.123,308.36,-147.24,0.56941,0.75294,0.81961,1
-21.879,98.609,-149.21,1.4515,0.98431,0.97255,1
-37.332,167.77,-115.43,0.82974,0.66667,0.74902,1
-22.977,103.08,47.366,3.0226,0.98431,0.97255,1
-38.704,172.29,-107.27,0.58423,1,0.95686,0.9098
