X,Y,Z,S,R,G,B
-8.5895,82.302,233.28,1.0419,1,0.84314,0.68235
-19.212,182.93,-61.049,1.9432,0.75294,0.81961,1
-25.3,239.79,22.096,1.2298,0.66667,0.74902,1
-16.215,153.26,153.32,0.88379,0.75294,0.81961,1
-10.14,95.592,45.57,3.0156,0.75294,0.81961,1
-2.5874,23.96,-26.6,5.7449,1,0.84314,0.68235
-31.917,293.1,52.091,1.0687,0.75294,0.81961,1
-8.2078,74.771,-26.861,2.848,1,0.95686,0.9098
-29.551,266.17,30.586,0.25687,1,0.95686,0.9098
-6.4468,57.623,-84.985,2.4883,0.98431,0.97255,1
-13.954,124.13,-191.73,0.71241,0.75294,0.81961,1
-12.551,110.77,65.635,1.7909,1,0.95686,0.9098
-29.498,257.79,67.47,1.0885,1,0.95686,0.9098
-17.474,151.76,44.051,0.98325,0.75294,0.81961,1
-30.288,260.31,56.534,1.7285,0.75294,0.81961,1
-2.8799,24.654,-42.861,5.8057,1,0.95686,0.9098
-41.869,357.25,-288.06,0.6323,1,0.84314,0.68235
-26.42,223.81,-401.96,0.1123,0.66667,0.74902,1
-39.778,335.03,184.67,0.61487,0.66667,0.74902,1
-13.989,116.8,143.46,2.4179,0.98431,0.97255,1
-33.535,278.59,126.25,0.51942,0.75294,0.81961,1
-5.9049,48.869,268.75,0.57741,1,0.95686,0.9098
-61.613,507.48,-247.98,0.18756,1,0.84314,0.68235
-19.264,158.14,-69.749,0.33834,1,0.73333,0.48235
-7.6679,62.453,179.78,2.4108,0.98431,0.97255,1
-6.9078,56.023,50.957,4.3946,1,0.95686,0.9098
-15.566,125.19,24.637,2.0549,1,0.95686,0.9098
-8.0251,64.343,-73.023,3.1215,0.98431,0.97255,1
-12.936,103.34,159.91,0.38666,0.75294,0.81961,1
-11.439,91.058,115.46,0.62615,1,0.95686,0.9098
-43.791,346.96,58.743,1.2312,0.75294,0.81961,1
-15.765,124.42,32.407,0.15809,0.75294,0.81961,1
-16.062,126.31,-91.407,0.3141,1,0.84314,0.68235
-9.0137,70.598,40.526,2.6436,0.98431,0.97255,1
-21.591,168.54,12.181,1.4932,0.66667,0.74902,1
-12.848,99.832,141.09,0.38588,1,0.84314,0.68235
-14.418,111.56,-83.763,2.5554,1,0.84314,0.68235
-13.206,101.45,14.307,2.5594,0.98431,0.97255,1
-25.311,193.71,-134.12,0.84656,1,0.84314,0.68235
-35.52,270.21,-40.165,0.099533,0.66667,0.74902,1
-14.931,112.99,-263.79,0.6279,1,0.84314,0.68235
-11.889,89.167,230.6,1.1619,1,0.95686,0.9098
-4.5082,33.735,-28.49,5.6538,1,0.84314,0.68235
-22.518,167.77,170.68,1.1455,0.98431,0.97255,1
-31.248,231.72,-148.54,0.35754,1,0.95686,0.9098
-20.142,148.26,-4.9606,2.9039,0.75294,0.81961,1
-15.148,110.23,-110.04,1.7575,1,0.95686,0.9098
-36.662,265.24,-58.014,1.5015,1,0.84314,0.68235
-42.373,305.48,123.53,1.2328,0.75294,0.81961,1
-4.1012,29.363,-44.231,0.86848,1,0.84314,0.68235
-38.068,271.5,-101.65,0.77013,1,0.95686,0.9098
-14.056,99.854,17.547,0.73947,1,0.95686,0.9098
-6.2962,44.487,-64.362,2.9458,0.98431,0.97255,1
-46.061,322.29,-28.352,1.3886,0.75294,0.81961,1
-12.176,84.76,-115.37,2.203,0.75294,0.81961,1
-6.2672,43.431,-24.435,4.8054,1,0.95686,0.9098
-7.146,49.295,-64.005,0.61482,1,0.95686,0.9098
-2.8948,19.885,-54.919,3.775,0.98431,0.97255,1
-31.384,212.28,14.156,1.9773,0.75294,0.81961,1
-8.2661,55.81,-113.31,2.3781,0.75294,0.81961,1
-13.492,89.916,-42.822,2.0091,0.75294,0.81961,1
-22.784,151.25,-42.435,1.0867,0.75294,0.81961,1
-5.7215,37.783,231.05,1.1921,0.75294,0.81961,1
-12.953,85.238,143.29,0.023506,0.75294,0.81961,1
-10.517,68.845,-111.03,2.9626,0.98431,0.97255,1
-11.497,75.107,64.093,3.393,1,0.95686,0.9098
-16.517,107.46,-24.638,2.824,0.98431,0.97255,1
-26.546,171.03,-78.651,2.0549,1,0.84314,0.68235
-25.609,164.3,-216.8,1.7874,1,0.95686,0.9098
-9.1598,58.502,12.386,3.2814,0.98431,0.97255,1
-8.3008,52.503,-15.508,3.5636,0.98431,0.97255,1
-35.057,219.29,271.66,0.15422,1,0.84314,0.68235
-14.753,90.385,19.071,1.7349,0.75294,0.81961,1
-56.389,344.54,96.873,0.20455,0.66667,0.74902,1
-3.477,21.145,-91.419,3.5167,1,0.95686,0.9098
-29.909,181.08,18.84,0.47,0.66667,0.74902,1
-10.049,60.781,-14.153,3.736,0.98431,0.97255,1
-16.844,101.11,191.71,1.9138,0.98431,0.97255,1
-6.5044,38.668,94.773,3.115,0.75294,0.81961,1
-17.343,102.15,-1.6025,3.1826,1,0.95686,0.9098
-72.617,426.24,-21.147,0.63806,0.75294,0.81961,1
-41.159,240.57,-56.955,1.0649,0.75294,0.81961,1
-34.903,203.43,-62.021,1.8626,0.75294,0.81961,1
-10.354,59.974,-107.94,3.2144,0.98431,0.97255,1
-31.508,181.77,-92.077,2.0087,0.75294,0.81961,1
-11.554,66.295,-15.732,3.6623,0.98431,0.97255,1
-15.88,90.888,18.807,1.0206,1,0.84314,0.68235
-36.39,207.8,46.277,2.2879,0.98431,0.97255,1
-39.107,221.91,94.9,1.0586,1,0.73333,0.48235
-11.991,67.841,-38.002,3.7807,1,0.95686,0.9098
-28.193,158.45,14.084,1.7985,0.75294,0.81961,1
-31.533,175.85,-62.869,1.1832,1,0.84314,0.68235
-43.879,242.73,-20.59,1.1919,1,0.84314,0.68235
-2.5027,13.782,92.226,3.041,1,0.95686,0.9098
-24.821,136.32,14.129,2.7306,0.75294,0.81961,1
-19.441,106.41,3.4695,0.71836,0.75294,0.81961,1
-52.629,284.37,222.63,1.0488,0.75294,0.81961,1
-17.14,92.471,54.262,1.9213,0.75294,0.81961,1
-4.8633,26.194,-3.5867,10.653,0.39216,0.39216,0.39216
-25.272,135.44,-92.3,1.8916,0.75294,0.81961,1
-40.418,215.63,285.07,0.74022,1,0.95686,0.9098
-27.374,145.71,-33.414,2.2711,0.75294,0.81961,1
-7.1045,37.71,95.685,3.6239,1,0.95686,0.9098
-58.694,309.34,-257.12,0.30468,1,0.84314,0.68235
-62.015,326.01,-56.923,0.59378,0.75294,0.81961,1
-9.4195,49.215,-39.386,4.5681,1,0.95686,0.9098
-59.742,311.16,-244.15,0.2997,1,0.84314,0.68235
-40.565,210.85,-242.14,1.1398,1,0.95686,0.9098
-63.974,331.7,-4.032,0.54646,0.75294,0.81961,1
-5.5045,28.445,-43.216,5.2388,1,0.95686,0.9098
-15.824,81.615,46.092,2.6101,0.98431,0.97255,1
-37.615,193.09,-52.723,1.8354,1,0.84314,0.68235
-44.814,229.64,-89.832,1.1149,0.75294,0.81961,1
-40.223,204.9,63.806,0.99433,0.66667,0.74902,1
-13.01,66.149,40.563,1.7007,0.75294,0.81961,1
-48.524,245.1,8.3598,1.5603,1,0.84314,0.68235
-42.209,211.99,-249.4,0.69721,1,0.84314,0.68235
-49.144,245.31,-129.45,0.12114,1,0.84314,0.68235
-69.976,347.47,10.897,0.26125,0.75294,0.81961,1
-54.78,270.76,-0.39818,1.3135,0.75294,0.81961,1
-27.531,135.27,32.607,2.1409,0.98431,0.97255,1
-3.8258,18.687,21.043,4.2233,0.98431,0.97255,1
-69.972,340.56,-69.78,0.15125,0.75294,0.81961,1
-37.803,183.2,-60.062,2.4036,1,0.95686,0.9098
-19.691,95.248,24.91,3.2913,0.98431,0.97255,1
-26.913,129.37,-181.14,0.70667,1,0.84314,0.68235
-20.566,98.632,331.03,0.83449,0.75294,0.81961,1
-30.663,145.26,-183.98,0.5917,0.75294,0.81961,1
-23.411,110.58,-42.534,3.2802,0.98431,0.97255,1
-18.455,86.967,-22.305,2.1291,0.98431,0.97255,1
-3.465,16.285,-24.057,9.8089,1,0.84314,0.68235
-3.9391,18.448,-18.889,4.2178,1,0.95686,0.9098
-57.375,268.37,-98.416,1.2565,1,0.84314,0.68235
-20.681,96.492,-487.63,0.04598,1,0.73333,0.48235
-4.0018,18.655,-19.132,3.7716,0.98431,0.97255,1
-45.714,212.35,-76.876,1.3374,0.66667,0.74902,1
-28.637,132.6,-2.6855,2.4573,0.98431,0.97255,1
-15.596,71.903,124.38,0.52053,1,0.84314,0.68235
-11.412,52.514,-413.19,0.68106,0.75294,0.81961,1
-75.125,344.37,57.59,1.1858,0.98431,0.97255,1
-5.6425,25.672,76.448,4.2418,1,0.95686,0.9098
-36.557,165.92,-51.811,1.6225,0.75294,0.81961,1
-30.349,137.35,-33.116,1.3905,0.98431,0.97255,1
-61.753,278.34,68.643,1.1138,0.66667,0.74902,1
-7.6386,34.353,72.417,3.0606,0.98431,0.97255,1
-81.205,364.34,-230.28,0.64967,0.66667,0.74902,1
-27.761,123.55,-110.93,0.87893,0.75294,0.81961,1
-13.961,62.044,-73.734,2.2579,0.98431,0.97255,1
-28.249,125.14,-54.705,1.7476,0.75294,0.81961,1
-10.351,45.664,102.28,2.4845,0.75294,0.81961,1
-55.96,245.52,-190.01,0.1853,1,0.84314,0.68235
-68.854,301.38,16.698,0.36601,0.75294,0.81961,1
-53.834,235.29,35.085,1.0439,0.66667,0.74902,1
-12.976,56.612,74.229,4.0486,1,0.95686,0.9098
-28.203,122.64,-86.444,2.1512,1,0.95686,0.9098
-23.867,103.49,42.915,3.1951,0.98431,0.97255,1
-33.992,146.97,-148.13,1.6843,0.75294,0.81961,1
-12.158,52.417,43.9,4.3318,0.98431,0.97255,1
-39.507,169.85,136.16,0.36569,0.75294,0.81961,1
-16.086,68.953,54.786,3.5503,0.98431,0.97255,1
-47.31,202.15,-182.22,0.91354,1,0.95686,0.9098
-14.018,59.703,157.39,1.8716,0.75294,0.81961,1
-7.3305,30.95,-230.92,0.77229,0.66667,0.74902,1
-21.484,89.987,136.97,1.7488,1,0.84314,0.68235
-14.698,61.31,-16.405,1.4905,1,0.84314,0.68235
-36.109,149.84,7.7258,0.62788,1,0.84314,0.68235
-12.986,53.698,91.712,0.20173,1,0.95686,0.9098
-20.937,86.315,-53.176,3.8849,0.98431,0.97255,1
-36.674,150.95,165.19,0.42219,1,0.84314,0.68235
-15.355,62.844,-74.306,2.6823,0.98431,0.97255,1
-22.953,93.614,82.548,2.6826,0.98431,0.97255,1
-9.3162,37.93,-127.86,2.0095,0.75294,0.81961,1
-25.663,104.1,179.64,0.53714,1,0.84314,0.68235
-59.843,242.05,-47.443,1.7175,0.66667,0.74902,1
-56.929,230.07,-235.97,0.43836,0.66667,0.74902,1
-49.806,200.64,57.571,0.93193,1,0.95686,0.9098
-62.435,251.36,143.02,0.43458,0.66667,0.74902,1
-22.097,88.448,140.52,2.3399,0.98431,0.97255,1
-88.936,355.42,-144.11,0.64417,0.66667,0.74902,1
-20.453,81.586,-88.099,3.3817,0.98431,0.97255,1
-76.188,299.22,-174.39,1.2012,1,0.84314,0.68235
-17.326,67.939,-65.396,2.8814,0.98431,0.97255,1
-16.724,65.411,-178.11,1.7508,0.75294,0.81961,1
-36.034,140.67,-6.3522,0.80794,0.75294,0.81961,1
-6.8674,26.7,266.68,1.4185,0.98431,0.97255,1
-104.38,404.72,-246.89,0.50934,1,0.84314,0.68235
-31.963,123.55,-73.938,2.1461,0.75294,0.81961,1
-37.911,145.87,219.99,0.82016,1,0.95686,0.9098
-2.7963,10.732,22.142,7.7008,1,0.73333,0.48235
-3.8617,14.771,-6.7536,5.2571,1,0.95686,0.9098
-34.825,132.75,121.28,1.926,0.75294,0.81961,1
-24.392,92.585,235.06,0.66748,1,0.84314,0.68235
-53.416,202.38,-281.61,0.68422,1,0.84314,0.68235
-86.523,327.1,-60.072,1.1395,0.75294,0.81961,1
-62.662,236.16,19.414,0.083301,1,0.84314,0.68235
-40.434,152.11,82.328,2.0625,1,0.84314,0.68235
-39.917,149.79,44.558,0.62196,1,0.95686,0.9098
-11.819,44.278,-16.434,5.263,1,0.95686,0.9098
-21.314,79.605,24.796,2.966,0.75294,0.81961,1
-109.86,407.93,173.28,0.48222,0.66667,0.74902,1
-14.054,52.06,-37.69,4.2092,0.98431,0.97255,1
-10.216,37.648,28.497,3.4399,0.98431,0.97255,1
-55.054,201.98,-176.73,1.7115,1,0.84314,0.68235
-46.353,169.83,-100.77,0.13423,1,0.84314,0.68235
-99.588,363.93,5.7695,0.14623,0.66667,0.74902,1
-123.5,449.71,-150.99,0.33815,0.66667,0.74902,1
-7.4904,27.146,-24.078,5.806,1,0.84314,0.68235
-24.309,87.801,-238.28,0.45643,1,0.84314,0.68235
-69.412,250.05,-70.145,0.74271,1,0.84314,0.68235
-9.8841,35.457,-15.409,3.0449,0.98431,0.97255,1
-26.62,95.36,-40.755,1.8817,0.75294,0.81961,1
-5.1865,18.531,1.7173,4.27,1,0.95686,0.9098
-28.397,101.27,316.3,1.0856,1,0.84314,0.68235
-16.505,58.572,-99.403,3.3574,1,0.84314,0.68235
-74.33,262.79,-296.66,0.86226,1,0.84314,0.68235
-57.549,203.25,-16.19,0.01971,1,0.84314,0.68235
-33.011,116.35,64.326,2.0566,0.75294,0.81961,1
-42.76,150.35,212.57,0.6032,0.75294,0.81961,1
-51.521,180.7,5.1285,1.8496,0.98431,0.97255,1
-6.5465,22.926,-62.64,3.4688,0.98431,0.97255,1
-3.2637,11.403,-36.603,7.024,1,0.84314,0.68235
-69.387,241.87,-64.418,1.5673,0.66667,0.74902,1
-28.947,100.76,16.693,1.1103,1,0.84314,0.68235
-37.744,130.84,96.091,0.51076,1,0.84314,0.68235
-56.656,196.09,-210.57,1.6338,1,0.95686,0.9098
-45.771,158.11,-143.46,1.0643,0.75294,0.81961,1
-52.049,179.49,-138.42,1.3173,0.98431,0.97255,1
-23.447,80.503,20.028,2.2223,0.98431,0.97255,1
-19.354,66.24,57.534,3.5825,0.98431,0.97255,1
-7.4311,25.4,7.5953,4.4107,0.98431,0.97255,1
-16.935,57.756,-55.642,3.3418,0.98431,0.97255,1
-35.416,120.43,-31.281,1.1109,0.66667,0.74902,1
-36.939,125.45,225.2,0.93166,1,0.84314,0.68235
-32.319,109.59,-15.797,1.6301,0.75294,0.81961,1
-14.045,47.516,-9.3845,4.1766,1,0.95686,0.9098
-17.85,60.304,87.36,2.1001,0.98431,0.97255,1
-56.496,190.14,-4.732,1.3522,0.75294,0.81961,1
-19.844,66.416,-5.5715,2.5388,0.75294,0.81961,1
-24.89,83.157,-49.452,1.9922,0.98431,0.97255,1
-13.994,46.676,-69.423,3.7876,1,0.95686,0.9098
-47.849,159.28,-49.823,1.8321,0.75294,0.81961,1
-16.015,53.09,-77.318,3.468,0.98431,0.97255,1
-30.177,99.882,199.6,0.97691,1,0.84314,0.68235
-11.417,37.694,58.8,4.5707,1,0.95686,0.9098
-21.643,71.344,54.331,4.0251,0.98431,0.97255,1
-9.8667,32.485,45.802,1.5601,0.98431,0.97255,1
-78.695,258.34,-245.49,0.78875,1,0.84314,0.68235
-90.241,295.69,-29.522,0.57928,1,0.95686,0.9098
-79.677,260.17,97.439,0.46538,0.75294,0.81961,1
-28.116,91.498,141.98,1.3621,0.98431,0.97255,1
-18.248,59.152,-141.1,2.7312,0.98431,0.97255,1
-35.984,115.95,63.048,3.1096,0.75294,0.81961,1
-12.762,41.039,209.31,1.6612,1,0.95686,0.9098
-65.228,209.52,206.33,0.63569,0.75294,0.81961,1
-18.865,60.517,-38.006,3.3365,0.98431,0.97255,1
-27.219,86.92,38.821,3.0616,0.98431,0.97255,1
-7.2773,23.141,1.95,4.7887,0.98431,0.97255,1
-13.453,42.643,-46.219,3.8187,1,0.95686,0.9098
-38.516,121.9,-79.182,2.3441,0.98431,0.97255,1
-67.55,213.27,63.52,1.0373,0.75294,0.81961,1
-28.143,88.587,-27.047,3.7005,0.75294,0.81961,1
-9.5122,29.904,72.217,3.749,0.98431,0.97255,1
-47.733,149.47,67.101,2.4495,0.75294,0.81961,1
-10.803,33.726,-91.317,4.0151,1,0.95686,0.9098
-69.723,217.17,209.34,0.77601,0.75294,0.81961,1
-73.066,227.09,-24.448,1.6407,0.75294,0.81961,1
-12.511,38.789,-27.884,5.3421,1,0.95686,0.9098
-58.596,181.4,-30.503,0.82165,1,0.84314,0.68235
-98.185,300.9,24.474,0.38155,0.66667,0.74902,1
-47.64,145.52,224.49,0.66924,1,0.95686,0.9098
-42.635,129.14,8.1396,2.3285,1,0.95686,0.9098
-1.6085,4.8634,-233.59,0.51722,0.66667,0.74902,1
-49.067,147.48,-171.54,1.2474,0.98431,0.97255,1
-11.955,35.821,-24.63,5.1398,1,0.95686,0.9098
-81.844,244.57,146.76,0.47815,0.98431,0.97255,1
-24.849,74.054,25.718,2.8947,0.98431,0.97255,1
-11.762,34.976,-69.84,2.1222,0.75294,0.81961,1
-124.07,368.09,155.52,0.54199,1,0.84314,0.68235
-49.245,145.16,-34.993,2.9673,0.98431,0.97255,1
-24.454,71.757,-0.95413,2.4012,0.98431,0.97255,1
-78.734,230.58,-360.1,0.078639,0.66667,0.74902,1
-93.702,274,-12.691,0.6591,1,0.84314,0.68235
-29.223,85.044,126.59,1.7544,1,0.95686,0.9098
-125.11,362.94,-123.35,0.032258,0.75294,0.81961,1
-88.421,256.16,20.154,0.37924,0.66667,0.74902,1
-26.678,77.116,267.14,1.3794,1,0.95686,0.9098
-9.4275,27.184,157.65,2.2959,1,0.84314,0.68235
-51.433,147.96,-57.732,2.1971,0.75294,0.81961,1
-64.398,184.89,-118.45,0.75241,0.75294,0.81961,1
-29.304,84.033,-48.639,3.2694,0.98431,0.97255,1
-17.704,50.436,111.79,3.2044,0.98431,0.97255,1
-15.267,43.331,-84.997,3.9347,1,0.95686,0.9098
-26.265,74.427,35.776,3.891,0.98431,0.97255,1
-88.213,249.39,-68.359,1.5074,0.66667,0.74902,1
-48.032,135.54,164.3,1.6643,0.75294,0.81961,1
-9.3701,26.343,1.4219,4.9046,1,0.95686,0.9098
-29.104,81.655,-33.982,1.735,0.75294,0.81961,1
-103.32,289.4,-28.878,0.012725,0.66667,0.74902,1
-46.68,130.07,-77.58,1.4701,1,0.84314,0.68235
-8.1992,22.81,16.674,7.5168,1,0.73333,0.48235
-14.351,39.849,-92.153,2.5394,0.75294,0.81961,1
-27.857,77.161,-178.94,1.4493,0.75294,0.81961,1
-58.226,160.06,182.15,0.065722,1,0.84314,0.68235
-88.846,242.95,242.54,0.92125,1,0.95686,0.9098
-39.576,108.14,-116.68,1.9866,0.75294,0.81961,1
-111.38,303.56,-105.54,0.86174,1,0.95686,0.9098
-15.403,41.824,-62.695,4.2897,0.98431,0.97255,1
-88.837,240.02,130.66,0.5379,1,0.84314,0.68235
-9.3288,25.105,58.194,3.557,0.98431,0.97255,1
-93.651,251.61,-13.627,0.22271,0.75294,0.81961,1
-112.81,302.06,-100.83,1.1165,0.75294,0.81961,1
-30.786,82.193,-169.05,1.8008,1,0.84314,0.68235
-26.905,71.528,-17.092,3.231,0.98431,0.97255,1
-25.336,67.286,16.162,2.7229,0.75294,0.81961,1
-20.444,54.203,-111.3,3.3473,1,0.95686,0.9098
-51.677,136.44,-59.271,0.33387,1,0.84314,0.68235
-43.089,113.18,-181.1,0.92906,1,0.84314,0.68235
-44.02,115.49,110.98,2.878,0.75294,0.81961,1
-26.9,70.481,22.773,2.2473,0.98431,0.97255,1
-11.971,31.314,-17.542,4.7405,1,0.95686,0.9098
-5.3208,13.886,-12.481,9.1595,0.39216,0.39216,0.39216
-28.781,75.028,-27.137,1.0676,1,0.95686,0.9098
-17.258,44.934,-29.946,3.1025,0.98431,0.97255,1
-13.134,34.132,170.96,1.367,0.75294,0.81961,1
-131.29,340.76,-267.19,0.22196,1,0.84314,0.68235
-102.88,266.37,214.51,0.97579,0.75294,0.81961,1
-40.158,103.61,-408.9,0.82456,1,0.84314,0.68235
-77.848,199.57,-31.005,0.54321,0.66667,0.74902,1
-51.076,129.87,173.58,1.1012,1,0.73333,0.48235
-27.516,69.754,34.094,2.1711,0.75294,0.81961,1
-87.338,220.6,192.95,0.35274,1,0.84314,0.68235
-27.663,69.519,-64.097,3.0023,0.98431,0.97255,1
-62.901,157.15,152.44,0.82232,0.75294,0.81961,1
-37.604,93.778,228.67,0.7503,0.66667,0.74902,1
-21.232,52.82,-278.33,1.3027,0.66667,0.74902,1
-40.159,99.471,-84.29,0.91552,1,0.84314,0.68235
-21.687,53.656,-65.511,3.3421,1,0.95686,0.9098
-55.512,137.22,-6.1048,1.7765,0.75294,0.81961,1
-177.59,438.19,87.129,0.35032,0.66667,0.74902,1
-34.225,84.287,78.995,1.4154,0.98431,0.97255,1
-44.515,109.33,356.93,1.0344,0.39216,0.39216,0.39216
-9.8862,24.191,33.423,4.4618,1,0.95686,0.9098
-81.834,199.33,4.4425,1.8326,1,0.84314,0.68235
-89.189,217.02,78.853,1.9319,0.75294,0.81961,1
-63.925,155.35,95.874,0.61745,1,0.84314,0.68235
-166.01,403.05,149.52,0.2623,1,0.95686,0.9098
-48.374,117.28,324.51,0.54941,1,0.84314,0.68235
-24.335,58.876,46.17,2.0007,0.98431,0.97255,1
-41.452,100.07,64.27,2.9591,0.98431,0.97255,1
-67.617,162.58,9.9937,0.81792,0.75294,0.81961,1
-109.98,263.59,-176.16,0.16108,0.66667,0.74902,1
-10.603,25.362,78.011,3.8721,1,0.95686,0.9098
-85.288,203.69,149.49,0.92016,0.66667,0.74902,1
-14.408,34.362,41,3.5724,0.98431,0.97255,1
-17.495,41.67,-18.673,2.8135,0.98431,0.97255,1
-98.679,234.26,113.9,1.7055,0.75294,0.81961,1
-44.178,104.73,-300.78,1.3638,0.66667,0.74902,1
-45.486,107.66,88.544,0.37892,1,0.84314,0.68235
-43.304,102.31,-214.48,1.705,1,0.84314,0.68235
-49.086,115.66,-121.56,2.057,0.75294,0.81961,1
-80.042,188.24,341.89,0.91837,1,0.84314,0.68235
-22.706,53.285,-50.35,4.5347,1,0.95686,0.9098
-163.75,382.61,-138.43,0.45967,0.66667,0.74902,1
-157.19,367.13,372.98,0.10226,0.75294,0.81961,1
-18.495,43.115,69.21,3.7887,0.98431,0.97255,1
-90.771,211.32,20.956,0.42244,1,0.84314,0.68235
-19.287,44.807,30.447,4.0915,0.98431,0.97255,1
-21.374,49.484,91.323,1.9426,0.98431,0.97255,1
-16.735,38.589,34.511,3.2517,0.98431,0.97255,1
-90.895,208.96,99.773,0.18113,1,0.84314,0.68235
-31.425,72.182,44.3,3.4407,0.98431,0.97255,1
-95.55,219.22,-63.886,1.9819,1,0.84314,0.68235
-113.46,259.08,-34.209,0.61654,0.75294,0.81961,1
-46.837,106.42,135.53,2.0009,0.75294,0.81961,1
-52.491,119.01,-47.029,1.0457,1,0.95686,0.9098
-154.88,350.61,119.88,0.751,1,0.84314,0.68235
-116.12,262.19,174.3,1.3511,1,0.84314,0.68235
-0.8247,1.8564,-39.086,3.497,0.98431,0.97255,1
-118.26,265.95,-121.64,0.8253,0.66667,0.74902,1
-113,253.65,7.4137,1.3715,1,0.73333,0.48235
-47.518,106.57,-251.24,1.1775,1,0.95686,0.9098
-32.647,73.121,-62.405,0.23718,0.66667,0.74902,1
-10.737,24.014,-22.479,8.0045,0.39216,0.39216,0.39216
-14.571,32.503,-226.58,0.44743,1,0.84314,0.68235
-25.454,56.315,26.518,3.4016,1,0.95686,0.9098
-34.95,77.196,-65.253,2.6041,0.75294,0.81961,1
-39.628,87.279,-132,1.7973,0.98431,0.97255,1
-36.808,80.457,-93.921,1.8065,0.75294,0.81961,1
-49.663,108.42,-151.34,1.7658,0.98431,0.97255,1
-53.473,116.5,-96.606,2.0724,0.75294,0.81961,1
-151.64,329.57,-39.883,0.76875,1,0.95686,0.9098
-40.712,88.428,-34.251,2.9616,1,0.95686,0.9098
-8.5865,18.624,30.27,7.5748,0.39216,0.39216,0.39216
-71.651,155.34,-171.36,1.3698,0.75294,0.81961,1
-72.23,155.96,-115.43,0.82974,0.66667,0.74902,1
-60.329,130.17,105.78,1.6548,0.75294,0.81961,1
-94.576,203.35,-329.29,0.72837,0.66667,0.74902,1
-143.34,307.15,-200.28,0.96417,1,0.84314,0.68235
-14.135,30.2,16.091,4.1376,0.98431,0.97255,1
-116.91,249.02,74.105,0.016536,1,0.84314,0.68235
-77.672,165.14,-59.461,1.8042,0.75294,0.81961,1
-5.4351,11.533,13.85,7.5763,1,0.84314,0.68235
-96.633,204.85,-113.1,0.66299,0.75294,0.81961,1
-18.988,40.21,-32.582,2.2332,0.75294,0.81961,1
-123.36,260.31,-8.2706,1.6916,0.75294,0.81961,1
-74.134,156.09,-101.49,1.4805,0.98431,0.97255,1
-154.53,324.67,-254.5,0.16013,0.75294,0.81961,1
-23.884,50.097,-55.594,4.3741,0.98431,0.97255,1
-36.332,76.018,-77.217,1.23,0.98431,0.97255,1
-38.692,80.698,131.1,2.0467,1,0.84314,0.68235
-54.794,114.13,102.04,0.044376,0.98431,0.97255,1
-59.062,122.89,64.486,1.5176,0.75294,0.81961,1
-46.157,95.826,253.3,1.0155,0.75294,0.81961,1
-34.106,70.671,98.714,1.4464,0.98431,0.97255,1
-9.8611,20.401,-12.323,3.9925,1,0.95686,0.9098
-35.928,74.017,16.028,3.5232,1,0.95686,0.9098
-84.186,173.35,-79.15,0.97621,1,0.84314,0.68235
-18.367,37.765,-193.92,1.0222,0.75294,0.81961,1
-86.438,177.56,265.79,1.37,1,0.84314,0.68235
-80.847,165.71,-20.646,0.94794,0.66667,0.74902,1
-64.411,131.83,-37.81,1.8777,0.75294,0.81961,1
-12.455,25.401,12.741,4.3813,0.98431,0.97255,1
-33.919,69.102,-41.578,3.4402,0.98431,0.97255,1
-114.44,232.23,20.938,1.0573,1,0.84314,0.68235
-108.59,220.15,-40.291,0.75113,0.66667,0.74902,1
-36.201,73.34,84.182,0.9622,1,0.84314,0.68235
-113.44,229.58,261.92,0.46081,0.75294,0.81961,1
-12.192,24.588,-10.063,2.3308,0.98431,0.97255,1
-48.777,98.049,36.624,2.3176,0.75294,0.81961,1
-14.391,28.689,0.65186,4.8773,1,0.95686,0.9098
-141.46,281.71,-45.328,0.084648,0.66667,0.74902,1
-98.313,195.34,-520.93,0.13987,1,0.95686,0.9098
-94.07,186.33,131.9,1.4873,0.75294,0.81961,1
-98.206,194.35,-61.386,1.1471,0.75294,0.81961,1
-12.351,24.412,44.511,0.75971,1,0.95686,0.9098
-24.88,49.115,-67.993,3.7202,1,0.95686,0.9098
-78.464,154.28,-75.106,1.8214,0.66667,0.74902,1
-2.606,5.1187,-5.6035,11.288,1,0.73333,0.48235
-103.17,202.24,32.55,1.7574,0.66667,0.74902,1
-246.47,482.68,-228.67,0.0022446,0.66667,0.74902,1
-8.8973,17.338,73.746,3.448,0.98431,0.97255,1
-56.079,109.01,258.08,0.70034,1,0.95686,0.9098
-157.03,304.73,-108.96,0.45022,0.66667,0.74902,1
-116.39,225.16,387.41,0.072269,1,0.84314,0.68235
-126.47,244.45,67.107,1.6689,1,0.95686,0.9098
-66.192,127.8,-304.39,1.0738,1,0.84314,0.68235
-27.717,53.442,-49.791,4.316,1,0.95686,0.9098
-106.14,204.3,-56.113,1.3066,0.98431,0.97255,1
-39.496,75.687,-74.217,1.7523,1,0.84314,0.68235
-194.59,371.97,-89.274,0.19678,0.66667,0.74902,1
-80.351,152.63,-153.57,2.1624,0.98431,0.97255,1
-27.892,52.933,67.57,3.9227,1,0.95686,0.9098
-50.573,95.879,55.872,3.5291,1,0.95686,0.9098
-181.75,344.19,-197.97,0.44918,0.66667,0.74902,1
-16.365,30.951,-111.45,2.6324,0.98431,0.97255,1
